image_id,accuracy,f1,jaccard,recall,precision
ISIC_0014869,0.94732666015625,0.9138292561158263,0.8413311270454128,0.9807115302186027,0.8554870069171808
ISIC_0000183,0.946441650390625,0.9378563082043837,0.8829843979197226,0.8829843979197226,1.0
ISIC_0012740,0.9951171875,0.8194130925507902,0.6940726577437859,0.9986244841815681,0.6947368421052632
ISIC_0010553,0.9910888671875,0.96865943973382,0.939223644499948,0.9646216331765712,0.9727311920672559
ISIC_0000264,0.91790771484375,0.9069204152249135,0.8296929408040519,0.8307448494453249,0.9984761904761905
ISIC_0010592,0.99835205078125,0.9564516129032258,0.9165378670788253,0.9450199203187251,0.9681632653061224
ISIC_0000361,0.9657135009765625,0.9469208418963929,0.8991924629878869,0.9077034554594448,0.9896800316018171
ISIC_0011225,0.9956207275390625,0.8975365940735451,0.814119170984456,0.8188925081433225,0.9928909952606635
ISIC_0011212,0.8623504638671875,0.854248461053754,0.7455791522125391,0.7455791522125391,1.0
ISIC_0014385,0.629974365234375,0.2748205741626794,0.1592997053215462,0.1592997053215462,1.0
ISIC_0013037,0.9934539794921875,0.8802010611561017,0.7860349127182045,0.7864271457085829,0.9993658845909955
ISIC_0010455,0.92034912109375,0.9206252661030352,0.8529246027273751,0.8529486348651771,0.9999669672645591
ISIC_0011164,0.9878387451171875,0.9300201949249277,0.8691941572296078,0.9188063844552394,0.9415111111111111
ISIC_0016045,0.997314453125,0.9293172690763053,0.867966991747937,0.8771796815769523,0.9880444064901793
ISIC_0000317,0.9925384521484375,0.880760790051207,0.7869281045751634,0.8080536912751678,0.9678456591639871
ISIC_0012116,0.625762939453125,0.17537489072691817,0.09611557455590772,0.906184850590688,0.09708159618820726
ISIC_0015976,0.9916229248046875,0.8624404911049862,0.7581497797356829,0.7581497797356829,1.0
ISIC_0000018,0.9842987060546875,0.9670393029885647,0.9361820888117093,0.9831954666840357,0.9514055212403882
ISIC_0012677,0.998992919921875,0.9517543859649122,0.9079497907949791,0.9630177514792899,0.9407514450867052
ISIC_0013799,0.9854888916015625,0.8542081864172927,0.7455177950227455,1.0,0.7455177950227455
ISIC_0013667,0.9864654541015625,0.9569689031193906,0.9174883720930233,0.9757617728531855,0.9388862446454069
ISIC_0007344,0.990936279296875,0.9442148760330578,0.8943248532289628,0.8973580863977151,0.9962346413000396
ISIC_0013516,0.9266204833984375,0.49953168904152356,0.3329171868497711,0.5651047798445962,0.44759418127564343
ISIC_0000012,0.9930419921875,0.9341801385681292,0.8764897074756229,0.9969192852741836,0.8788701792504073
ISIC_0000184,0.9768524169921875,0.9714972850083612,0.9445743514797224,0.9647721759898497,0.9783168092030576
ISIC_0012897,0.993499755859375,0.7579545454545454,0.6102470265324794,0.9263888888888889,0.6413461538461539
ISIC_0000016,0.97760009765625,0.9426069278286027,0.8914442061672706,0.8914442061672706,1.0
ISIC_0014762,0.943359375,0.9608554435398827,0.9246600365333875,0.9250730994152047,0.9995173321632295
ISIC_0014820,0.9967193603515625,0.9664010001562745,0.934986392500756,0.9958132045088567,0.9386763812993322
ISIC_0016051,0.998138427734375,0.9666301969365428,0.9354155637903653,0.9489795918367347,0.9849498327759197
ISIC_0000127,0.613372802734375,0.1780848579213702,0.0977459673111847,0.0977459673111847,1.0
ISIC_0012663,0.99517822265625,0.8974025974025973,0.8138987043580683,0.8206650831353919,0.9899713467048711
ISIC_0014541,0.894989013671875,0.7290551181102362,0.5736323647853293,0.5736323647853293,1.0
ISIC_0000513,0.9333038330078125,0.8546440091782781,0.7461819871087626,0.7472668062340079,0.9980582524271845
ISIC_0013529,0.99578857421875,0.9498728659644025,0.9045313040470425,0.9996177370030581,0.9048442906574394
ISIC_0009966,0.9805908203125,0.9495718363463369,0.9039855072463768,0.9047367228223918,0.9990823392008009
ISIC_0010240,0.965301513671875,0.9053919121318024,0.8271379703534778,0.8995535714285714,0.9113065326633166
ISIC_0014270,0.9599151611328125,0.726382668472034,0.5703303892705267,0.5724839927762272,0.9934472934472934
ISIC_0016005,0.9606170654296875,0.7670367361675241,0.6221083455344071,0.6221083455344071,1.0
ISIC_0014688,0.79022216796875,0.8595078482668411,0.7536289021898857,0.7699941409110883,0.9725716928769658
ISIC_0012097,0.9975433349609375,0.959271439413104,0.9217306757413709,0.9275929549902152,0.9931901519119958
ISIC_0013897,0.9943084716796875,0.8981152690521715,0.8150718889439762,0.8187250996015937,0.9945553539019963
ISIC_0010206,0.9830169677734375,0.8979180042190223,0.8147470039946738,0.8147470039946738,1.0
ISIC_0015140,0.922332763671875,0.9373430498793638,0.8820749252832287,0.8825656598437609,0.9993700291361525
ISIC_0013189,0.9342041015625,0.7865980401860834,0.6482584223835549,0.9717534849596479,0.6607083471898902
ISIC_0013026,0.99847412109375,0.8958333333333333,0.8113207547169812,0.9429824561403509,0.8531746031746031
ISIC_0009994,0.98272705078125,0.9503900429485493,0.9054697286012526,0.9954098962636556,0.9092662473794549
ISIC_0009885,0.991943359375,0.9271120927664275,0.8641276376737005,0.8643500643500643,0.9997022923489134
ISIC_0000037,0.8306121826171875,0.7534261788942938,0.6043975624532268,0.6043975624532268,1.0
ISIC_0014625,0.93658447265625,0.8336135799503563,0.7146976041738176,0.7223841243408271,0.9853303047510884
ISIC_0010201,0.942138671875,0.9398687006438109,0.8865587698567027,0.8866118175018699,0.9999325167864493
ISIC_0012661,0.8575592041015625,0.41152367143667656,0.25906818001428683,0.4940214923565915,0.3526361279170268
ISIC_0013921,0.99359130859375,0.8860553445469344,0.7954213346322455,0.8020628683693517,0.9896969696969697
ISIC_0012965,0.9981231689453125,0.8783382789317506,0.783068783068783,0.7928571428571428,0.9844789356984479
ISIC_0013399,0.9550933837890625,0.1969986357435198,0.10926150121065376,0.10926150121065376,1.0
ISIC_0008029,0.991607666015625,0.921875,0.855072463768116,0.858011634056055,0.9960098219766728
ISIC_0000019,0.9632568359375,0.9392287502523724,0.8854206318995052,0.8857578065498858,0.9995702621400946
ISIC_0013397,0.9789886474609375,0.8694910435029856,0.7691146881287726,0.803046218487395,0.9479231246125233
ISIC_0000225,0.994354248046875,0.9707046714172605,0.943076923076923,0.9487695403188361,0.9936780677581456
ISIC_0012725,0.9946136474609375,0.8853523871386814,0.7942890442890443,0.7942890442890443,1.0
ISIC_0001427,0.9861297607421875,0.8807868852459015,0.786969767986876,0.788262910798122,0.9979197622585438
ISIC_0011177,0.9192657470703125,0.8820841969200597,0.7890434990630357,0.7890434990630357,1.0
ISIC_0009941,0.982177734375,0.9438731379144643,0.8937118937118937,0.9049944710652414,0.9862422173127134
ISIC_0012670,0.8492279052734375,0.15640741056945276,0.08483838103176808,0.5,0.09270316769557738
ISIC_0002251,0.9882965087890625,0.9446489139063289,0.8951039387308534,0.9110523385300668,0.980818222688446
ISIC_0015360,0.8705291748046875,0.7437097894705047,0.5919888440084632,0.5919888440084632,1.0
ISIC_0014920,0.9940338134765625,0.9774989929216781,0.9559882935614588,0.9848098330241187,0.9702958985490688
ISIC_0014932,0.7006683349609375,0.6544782034346104,0.48641218975808986,0.48641218975808986,1.0
ISIC_0014806,0.95343017578125,0.8972598128324244,0.813663837841138,0.9889433066191748,0.8211337030191004
ISIC_0013936,0.997283935546875,0.9404682274247491,0.8876262626262627,0.9082687338501292,0.9750346740638003
ISIC_0002647,0.9900054931640625,0.8611405554377782,0.7561429635145197,0.7629601803155522,0.9883211678832117
ISIC_0012684,0.9927520751953125,0.9750695428541437,0.9513519049569849,0.9924145299145299,0.9583204374290726
ISIC_0012887,0.997039794921875,0.9260670731707318,0.8623136976579134,0.9521943573667712,0.9013353115727003
ISIC_0016065,0.9980010986328125,0.9164007657945118,0.8457008244994111,0.9972222222222222,0.8476977567886659
ISIC_0014026,0.9960479736328125,0.9470672389127325,0.8994565217391305,0.905078125,0.9931418774110587
ISIC_0012726,0.3226470947265625,0.04541642474679053,0.02323585715228728,1.0,0.02323585715228728
ISIC_0010853,0.9959869384765625,0.9622614435356579,0.9272676991150443,0.9394788456150183,0.9861764705882353
ISIC_0011165,0.9304351806640625,0.8773967997848595,0.7815733997700268,0.7815733997700268,1.0
ISIC_0011214,0.95574951171875,0.9555132846536173,0.9148161203148866,0.9179709376013205,0.9962573174242667
ISIC_0016008,0.902130126953125,0.550966115933912,0.38022997391052277,0.38034022810748114,0.9992381919756221
ISIC_0014059,0.9952850341796875,0.9347137122332558,0.8774295914319714,0.8830339321357286,0.992818671454219
ISIC_0010319,0.9022979736328125,0.8899090455803718,0.8016541726039279,0.8016541726039279,1.0
ISIC_0016017,0.996673583984375,0.9182295573893474,0.8488210818307905,0.8517745302713987,0.9959316517493898
ISIC_0015026,0.996307373046875,0.9529182879377431,0.9100706057227796,0.9390337423312883,0.967219589257504
ISIC_0013594,0.555572509765625,0.297050731283487,0.17443310657596373,0.17443310657596373,1.0
ISIC_0003056,0.9635162353515625,0.11998527788001473,0.06382145653876273,0.07606159589360709,0.28397212543554007
ISIC_0011292,0.97479248046875,0.879697057966793,0.7852314092563702,0.7852314092563702,1.0
ISIC_0015537,0.686767578125,0.753742802303263,0.6048051748036347,0.9926693629929222,0.6075185643564357
